Locus,Total_Depth,Average_Depth_sample,Depth_for_17
chr15:43892174,0,0.00,0
chr15:43892175,0,0.00,0
chr15:43892176,0,0.00,0
chr15:43892177,0,0.00,0
chr15:43892178,0,0.00,0
chr15:43892179,0,0.00,0
chr15:43892180,0,0.00,0
chr15:43892181,0,0.00,0
chr15:43892182,0,0.00,0
chr15:43892183,0,0.00,0
chr15:43892184,0,0.00,0
chr15:43892185,0,0.00,0
chr15:43892186,0,0.00,0
chr15:43892187,0,0.00,0
chr15:43892188,0,0.00,0
chr15:43892189,0,0.00,0
chr15:43892190,0,0.00,0
chr15:43892191,0,0.00,0
chr15:43892192,0,0.00,0
chr15:43892193,0,0.00,0
chr15:43892194,0,0.00,0
chr15:43892195,0,0.00,0
chr15:43892196,0,0.00,0
chr15:43892197,0,0.00,0
chr15:43892198,0,0.00,0
chr15:43892199,0,0.00,0
chr15:43892200,0,0.00,0
chr15:43892201,0,0.00,0
chr15:43892202,0,0.00,0
chr15:43892203,0,0.00,0
chr15:43892204,0,0.00,0
chr15:43892205,0,0.00,0
chr15:43892206,0,0.00,0
chr15:43892207,0,0.00,0
chr15:43892208,0,0.00,0
chr15:43892209,0,0.00,0
chr15:43892210,0,0.00,0
chr15:43892211,0,0.00,0
chr15:43892212,0,0.00,0
chr15:43892213,0,0.00,0
chr15:43892214,0,0.00,0
chr15:43892215,0,0.00,0
chr15:43892216,0,0.00,0
chr15:43892217,0,0.00,0
chr15:43892218,0,0.00,0
chr15:43892219,0,0.00,0
chr15:43892220,0,0.00,0
chr15:43892221,0,0.00,0
chr15:43892222,0,0.00,0
chr15:43892223,0,0.00,0
chr15:43892224,0,0.00,0
chr15:43892225,0,0.00,0
chr15:43892226,0,0.00,0
chr15:43892227,0,0.00,0
chr15:43892228,0,0.00,0
chr15:43892229,0,0.00,0
chr15:43892230,0,0.00,0
chr15:43892231,0,0.00,0
chr15:43892232,0,0.00,0
chr15:43892233,0,0.00,0
chr15:43892234,0,0.00,0
chr15:43892235,0,0.00,0
chr15:43892236,0,0.00,0
chr15:43892237,0,0.00,0
chr15:43892238,0,0.00,0
chr15:43892239,0,0.00,0
chr15:43892240,0,0.00,0
chr15:43892241,0,0.00,0
chr15:43892242,0,0.00,0
chr15:43892243,0,0.00,0
chr15:43892244,0,0.00,0
chr15:43892245,0,0.00,0
chr15:43892246,0,0.00,0
chr15:43892247,0,0.00,0
chr15:43892248,0,0.00,0
chr15:43892249,0,0.00,0
chr15:43892250,0,0.00,0
chr15:43892251,0,0.00,0
chr15:43892252,0,0.00,0
chr15:43892253,0,0.00,0
chr15:43892254,0,0.00,0
chr15:43892255,0,0.00,0
chr15:43892256,0,0.00,0
chr15:43892257,0,0.00,0
chr15:43892258,0,0.00,0
chr15:43892259,0,0.00,0
chr15:43892260,0,0.00,0
chr15:43892261,0,0.00,0
chr15:43892262,0,0.00,0
chr15:43892263,0,0.00,0
chr15:43892264,0,0.00,0
chr15:43892265,0,0.00,0
chr15:43892266,0,0.00,0
chr15:43892267,0,0.00,0
chr15:43892268,0,0.00,0
chr15:43892269,0,0.00,0
chr15:43892270,0,0.00,0
chr15:43892271,0,0.00,0
chr15:43892272,0,0.00,0
chr15:43892273,0,0.00,0
chr15:43892274,0,0.00,0
chr15:43892275,0,0.00,0
chr15:43892276,0,0.00,0
chr15:43892277,0,0.00,0
chr15:43892278,0,0.00,0
chr15:43892279,0,0.00,0
chr15:43892280,0,0.00,0
chr15:43892281,0,0.00,0
chr15:43892282,0,0.00,0
chr15:43892283,0,0.00,0
chr15:43892284,0,0.00,0
chr15:43892285,0,0.00,0
chr15:43892286,0,0.00,0
chr15:43892287,0,0.00,0
chr15:43892288,0,0.00,0
chr15:43892289,0,0.00,0
chr15:43892290,0,0.00,0
chr15:43892291,0,0.00,0
chr15:43892292,0,0.00,0
chr15:43892293,0,0.00,0
chr15:43892294,0,0.00,0
chr15:43892295,0,0.00,0
chr15:43892296,0,0.00,0
chr15:43892297,0,0.00,0
chr15:43892298,0,0.00,0
chr15:43892299,0,0.00,0
chr15:43892300,0,0.00,0
chr15:43892301,0,0.00,0
chr15:43892302,0,0.00,0
chr15:43892303,0,0.00,0
chr15:43892304,0,0.00,0
chr15:43892305,0,0.00,0
chr15:43892306,0,0.00,0
chr15:43892307,0,0.00,0
chr15:43892308,0,0.00,0
chr15:43892309,0,0.00,0
chr15:43892310,0,0.00,0
chr15:43892311,0,0.00,0
chr15:43892312,0,0.00,0
chr15:43892313,0,0.00,0
chr15:43892314,0,0.00,0
chr15:43892315,0,0.00,0
chr15:43892316,0,0.00,0
chr15:43892317,0,0.00,0
chr15:43892318,0,0.00,0
chr15:43892319,0,0.00,0
chr15:43892320,0,0.00,0
chr15:43892321,0,0.00,0
chr15:43892322,0,0.00,0
chr15:43892323,0,0.00,0
chr15:43892324,0,0.00,0
chr15:43892325,0,0.00,0
chr15:43892487,0,0.00,0
chr15:43892488,0,0.00,0
chr15:43892489,0,0.00,0
chr15:43892490,0,0.00,0
chr15:43892491,0,0.00,0
chr15:43892492,0,0.00,0
chr15:43892493,0,0.00,0
chr15:43892494,0,0.00,0
chr15:43892495,0,0.00,0
chr15:43892496,0,0.00,0
chr15:43892497,0,0.00,0
chr15:43892498,0,0.00,0
chr15:43892499,0,0.00,0
chr15:43892500,0,0.00,0
chr15:43892501,0,0.00,0
chr15:43892712,0,0.00,0
chr15:43892713,0,0.00,0
chr15:43892714,0,0.00,0
chr15:43892715,0,0.00,0
chr15:43892716,0,0.00,0
chr15:43892717,0,0.00,0
chr15:43892718,0,0.00,0
chr15:43892719,0,0.00,0
chr15:43892720,0,0.00,0
chr15:43892721,0,0.00,0
chr15:43892722,0,0.00,0
chr15:43892723,0,0.00,0
chr15:43892724,0,0.00,0
chr15:43892725,0,0.00,0
chr15:43892726,0,0.00,0
chr15:43892727,0,0.00,0
chr15:43892728,0,0.00,0
chr15:43896342,0,0.00,0
chr15:43896343,0,0.00,0
chr15:43896344,0,0.00,0
chr15:43896345,0,0.00,0
chr15:43896346,0,0.00,0
chr15:43896347,0,0.00,0
chr15:43896348,0,0.00,0
chr15:43896349,0,0.00,0
chr15:43896350,0,0.00,0
chr15:43896351,0,0.00,0
chr15:43900041,0,0.00,0
chr15:43900042,0,0.00,0
chr15:43900043,0,0.00,0
chr15:43900044,0,0.00,0
chr15:43900045,0,0.00,0
chr15:43900046,0,0.00,0
chr15:43900047,0,0.00,0
chr15:43900048,0,0.00,0
chr15:43900049,0,0.00,0
chr15:43900050,0,0.00,0
chr15:43900051,0,0.00,0
chr15:43900052,0,0.00,0
chr15:43900053,0,0.00,0
chr15:43900054,0,0.00,0
chr15:43900055,0,0.00,0
chr15:43900056,0,0.00,0
chr15:43900057,0,0.00,0
chr15:43900058,0,0.00,0
chr15:43900059,0,0.00,0
chr15:43900060,0,0.00,0
chr15:43900061,0,0.00,0
chr15:43900062,0,0.00,0
chr15:43900063,0,0.00,0
chr15:43900064,0,0.00,0
chr15:43900065,0,0.00,0
chr15:43900066,0,0.00,0
chr15:43900067,0,0.00,0
chr15:43900068,0,0.00,0
chr15:43900069,0,0.00,0
chr15:43900070,0,0.00,0
chr15:43900071,0,0.00,0
chr15:43900072,0,0.00,0
chr15:43900073,0,0.00,0
chr15:43900074,0,0.00,0
chr15:43900075,0,0.00,0
chr15:43900076,0,0.00,0
chr15:43900077,0,0.00,0
chr15:43900078,0,0.00,0
chr15:43900079,0,0.00,0
chr15:43900080,0,0.00,0
chr15:43900081,0,0.00,0
chr15:43900082,0,0.00,0
chr15:43900083,0,0.00,0
chr15:43900084,0,0.00,0
chr15:43900085,0,0.00,0
chr15:43900086,0,0.00,0
chr15:43900087,0,0.00,0
chr15:43900088,0,0.00,0
chr15:43900089,0,0.00,0
chr15:43900090,0,0.00,0
chr15:43900091,0,0.00,0
chr15:43900092,0,0.00,0
chr15:43900093,0,0.00,0
chr15:43900094,0,0.00,0
chr15:43900095,0,0.00,0
chr15:43900096,0,0.00,0
chr15:43900097,0,0.00,0
chr15:43900098,0,0.00,0
chr15:43900099,0,0.00,0
chr15:43900100,0,0.00,0
chr15:43900101,0,0.00,0
chr15:43900102,0,0.00,0
chr15:43900103,0,0.00,0
chr15:43900104,0,0.00,0
chr15:43900105,0,0.00,0
chr15:43900106,0,0.00,0
chr15:43900107,0,0.00,0
chr15:43900108,0,0.00,0
chr15:43900109,0,0.00,0
chr15:43900110,0,0.00,0
chr15:43900111,0,0.00,0
chr15:43900112,0,0.00,0
chr15:43900113,0,0.00,0
chr15:43900114,0,0.00,0
chr15:43900115,0,0.00,0
chr15:43900116,0,0.00,0
chr15:43900117,0,0.00,0
chr15:43900118,0,0.00,0
chr15:43900119,0,0.00,0
chr15:43900120,0,0.00,0
chr15:43900121,0,0.00,0
chr15:43900122,0,0.00,0
chr15:43900123,0,0.00,0
chr15:43900124,0,0.00,0
chr15:43900125,0,0.00,0
chr15:43900126,0,0.00,0
chr15:43900127,0,0.00,0
chr15:43900128,0,0.00,0
chr15:43900129,0,0.00,0
chr15:43900130,0,0.00,0
chr15:43900131,0,0.00,0
chr15:43900132,0,0.00,0
chr15:43900133,0,0.00,0
chr15:43900134,0,0.00,0
chr15:43900135,0,0.00,0
chr15:43900136,0,0.00,0
chr15:43900137,0,0.00,0
chr15:43900138,0,0.00,0
chr15:43900139,0,0.00,0
chr15:43900140,0,0.00,0
chr15:43900141,0,0.00,0
chr15:43900142,0,0.00,0
chr15:43900143,0,0.00,0
chr15:43900144,0,0.00,0
chr15:43900145,0,0.00,0
chr15:43900146,0,0.00,0
chr15:43900147,0,0.00,0
chr15:43900148,0,0.00,0
chr15:43900149,0,0.00,0
chr15:43900150,0,0.00,0
chr15:43900151,0,0.00,0
chr15:43900152,0,0.00,0
chr15:43900153,0,0.00,0
chr15:43900154,0,0.00,0
chr15:43900155,0,0.00,0
chr15:43900156,0,0.00,0
chr15:43900157,0,0.00,0
chr15:43900158,0,0.00,0
chr15:43900159,0,0.00,0
chr15:43900160,0,0.00,0
chr15:43900161,0,0.00,0
chr15:43900162,0,0.00,0
chr15:43900163,0,0.00,0
chr15:43900164,0,0.00,0
chr15:43900165,0,0.00,0
chr15:43900166,0,0.00,0
chr15:43900167,0,0.00,0
chr15:43900168,0,0.00,0
chr15:43900169,0,0.00,0
chr15:43900170,0,0.00,0
chr15:43900171,0,0.00,0
chr15:43900172,0,0.00,0
chr15:43900173,0,0.00,0
chr15:43900174,0,0.00,0
chr15:43900175,0,0.00,0
chr15:43900176,0,0.00,0
chr15:43900177,0,0.00,0
chr15:43900178,0,0.00,0
chr15:43900179,0,0.00,0
chr15:43900180,0,0.00,0
chr15:43900181,0,0.00,0
chr15:43900182,0,0.00,0
chr15:43900183,0,0.00,0
chr15:43901482,0,0.00,0
chr15:43902490,0,0.00,0
chr15:43902491,0,0.00,0
chr15:43902492,0,0.00,0
chr15:43902493,0,0.00,0
chr15:43902494,0,0.00,0
chr15:43902495,0,0.00,0
chr15:43902496,0,0.00,0
chr15:43902497,0,0.00,0
chr15:43902498,0,0.00,0
chr15:43902499,0,0.00,0
chr15:43902500,0,0.00,0
chr15:43902501,0,0.00,0
chr15:43902502,0,0.00,0
chr15:43902503,0,0.00,0
chr15:43902504,0,0.00,0
chr15:43902505,0,0.00,0
chr15:43902506,0,0.00,0
chr15:43902507,0,0.00,0
chr15:43902508,0,0.00,0
chr15:43902509,0,0.00,0
chr15:43902510,0,0.00,0
chr15:43902511,0,0.00,0
chr15:43902512,0,0.00,0
chr15:43902513,0,0.00,0
chr15:43902514,0,0.00,0
chr15:43902515,0,0.00,0
chr15:43902516,0,0.00,0
chr15:43902517,0,0.00,0
chr15:43902518,0,0.00,0
chr15:43902519,0,0.00,0
chr15:43902520,0,0.00,0
chr15:43902521,0,0.00,0
chr15:43902522,0,0.00,0
chr15:43902523,0,0.00,0
chr15:43902524,0,0.00,0
chr15:43902525,0,0.00,0
chr15:43902526,0,0.00,0
chr15:43902527,0,0.00,0
chr15:43902528,0,0.00,0
chr15:43902529,0,0.00,0
chr15:43902530,0,0.00,0
chr15:43902531,0,0.00,0
chr15:43902532,0,0.00,0
chr15:43902533,0,0.00,0
chr15:43902534,0,0.00,0
chr15:43902535,0,0.00,0
chr15:43902536,0,0.00,0
chr15:43902537,0,0.00,0
chr15:43902538,0,0.00,0
chr15:43902539,0,0.00,0
chr15:43902540,0,0.00,0
chr15:43902541,0,0.00,0
chr15:43902542,0,0.00,0
chr15:43902543,0,0.00,0
chr15:43902544,0,0.00,0
chr15:43902545,0,0.00,0
chr15:43902546,0,0.00,0
chr15:43902547,0,0.00,0
chr15:43902548,0,0.00,0
chr15:43902549,0,0.00,0
chr15:43902550,0,0.00,0
chr15:43902551,0,0.00,0
chr15:43902552,0,0.00,0
chr15:43902553,0,0.00,0
chr15:43902554,0,0.00,0
chr15:43902555,0,0.00,0
chr15:43902556,0,0.00,0
chr15:43902557,0,0.00,0
chr15:43902558,0,0.00,0
chr15:43902559,0,0.00,0
chr15:43902560,0,0.00,0
chr15:43902561,0,0.00,0
chr15:43902562,0,0.00,0
chr15:43902563,0,0.00,0
chr15:43902564,0,0.00,0
chr15:43902565,0,0.00,0
chr15:43902566,0,0.00,0
chr15:43902567,0,0.00,0
chr15:43902568,0,0.00,0
chr15:43902569,0,0.00,0
chr15:43902570,0,0.00,0
chr15:43902571,0,0.00,0
chr15:43902572,0,0.00,0
chr15:43902573,0,0.00,0
chr15:43902574,0,0.00,0
chr15:43902575,0,0.00,0
chr15:43902576,0,0.00,0
chr15:43902577,0,0.00,0
chr15:43902578,0,0.00,0
chr15:43902579,0,0.00,0
chr15:43902580,0,0.00,0
chr15:43902581,0,0.00,0
chr15:43902582,0,0.00,0
chr15:43902583,0,0.00,0
chr15:43902584,0,0.00,0
chr15:43902585,0,0.00,0
chr15:43902586,0,0.00,0
chr15:43902587,0,0.00,0
chr15:43902588,0,0.00,0
chr15:43902589,0,0.00,0
chr15:43902590,0,0.00,0
chr15:43902591,0,0.00,0
chr15:43902592,0,0.00,0
chr15:43902593,0,0.00,0
chr15:43902594,0,0.00,0
chr15:43902595,0,0.00,0
chr15:43902596,0,0.00,0
chr15:43902597,0,0.00,0
chr15:43902598,0,0.00,0
chr15:43902599,0,0.00,0
chr15:43902600,0,0.00,0
chr15:43902601,0,0.00,0
chr15:43902602,0,0.00,0
chr15:43902603,0,0.00,0
chr15:43902604,0,0.00,0
chr15:43902605,0,0.00,0
chr15:43902606,0,0.00,0
chr15:43902607,0,0.00,0
chr15:43902608,0,0.00,0
chr15:43902609,0,0.00,0
chr15:43902610,0,0.00,0
chr15:43902611,0,0.00,0
chr15:43902612,0,0.00,0
chr15:43902613,0,0.00,0
chr15:43902614,0,0.00,0
chr15:43902615,0,0.00,0
chr15:43902616,0,0.00,0
chr15:43902617,0,0.00,0
chr15:43902618,0,0.00,0
chr15:43902619,0,0.00,0
chr15:43902620,0,0.00,0
chr15:43902621,0,0.00,0
chr15:43902622,0,0.00,0
chr15:43902623,0,0.00,0
chr15:43902624,0,0.00,0
chr15:43902625,0,0.00,0
chr15:43902626,0,0.00,0
chr15:43902627,0,0.00,0
chr15:43902628,0,0.00,0
chr15:43902629,0,0.00,0
chr15:43902630,0,0.00,0
chr15:43902631,0,0.00,0
chr15:43902632,0,0.00,0
chr15:43902633,0,0.00,0
chr15:43902634,0,0.00,0
chr15:43902635,0,0.00,0
chr15:43902636,0,0.00,0
chr15:43902637,0,0.00,0
chr15:43902638,0,0.00,0
chr15:43902639,0,0.00,0
chr15:43902640,0,0.00,0
chr15:43902641,0,0.00,0
chr15:43902642,0,0.00,0
chr15:43902643,0,0.00,0
chr15:43902644,0,0.00,0
chr15:43902645,0,0.00,0
chr15:43902646,0,0.00,0
chr15:43902647,0,0.00,0
chr15:43902648,0,0.00,0
chr15:43902649,0,0.00,0
chr15:43902650,0,0.00,0
chr15:43902651,0,0.00,0
chr15:43902652,0,0.00,0
chr15:43902653,0,0.00,0
chr15:43902654,0,0.00,0
chr15:43902655,0,0.00,0
chr15:43903326,0,0.00,0
chr15:43903327,0,0.00,0
chr15:43903328,0,0.00,0
chr15:43903329,0,0.00,0
chr15:43903330,0,0.00,0
chr15:43903331,0,0.00,0
chr15:43903332,0,0.00,0
chr15:43903333,0,0.00,0
chr15:43903334,0,0.00,0
chr15:43903335,0,0.00,0
chr15:43903336,0,0.00,0
chr15:43903337,0,0.00,0
chr15:43903338,0,0.00,0
chr15:43903339,0,0.00,0
chr15:43903340,0,0.00,0
chr15:43903341,0,0.00,0
chr15:43903342,0,0.00,0
chr15:43903343,0,0.00,0
chr15:43903344,0,0.00,0
chr15:43903345,0,0.00,0
chr15:43903346,0,0.00,0
chr15:43903347,0,0.00,0
chr15:43903348,0,0.00,0
chr15:43903349,0,0.00,0
chr15:43903350,0,0.00,0
chr15:43903351,0,0.00,0
chr15:43903352,0,0.00,0
chr15:43903353,0,0.00,0
chr15:43903354,0,0.00,0
chr15:43903355,0,0.00,0
chr15:43903356,0,0.00,0
chr15:43903357,0,0.00,0
chr15:43903358,0,0.00,0
chr15:43903359,0,0.00,0
chr15:43903360,0,0.00,0
chr15:43903361,0,0.00,0
chr15:43903362,0,0.00,0
chr15:43903363,0,0.00,0
chr15:43903364,0,0.00,0
chr15:43903365,0,0.00,0
chr15:43903366,0,0.00,0
chr15:43903367,0,0.00,0
chr15:43903368,0,0.00,0
chr15:43903369,0,0.00,0
chr15:43903370,0,0.00,0
chr15:43903371,0,0.00,0
chr15:43903372,0,0.00,0
chr15:43903373,0,0.00,0
chr15:43903374,0,0.00,0
chr15:43903375,0,0.00,0
chr15:43903376,0,0.00,0
chr15:43903377,0,0.00,0
chr15:43903378,0,0.00,0
chr15:43903379,0,0.00,0
chr15:43903380,0,0.00,0
chr15:43903381,0,0.00,0
chr15:43903382,0,0.00,0
chr15:43903383,0,0.00,0
chr15:43903384,0,0.00,0
chr15:43903385,0,0.00,0
chr15:43903386,0,0.00,0
chr15:43903387,0,0.00,0
chr15:43903388,0,0.00,0
chr15:43903389,0,0.00,0
chr15:43903390,0,0.00,0
chr15:43903391,0,0.00,0
chr15:43903392,0,0.00,0
chr15:43903393,0,0.00,0
chr15:43903394,0,0.00,0
chr15:43903395,0,0.00,0
chr15:43903396,0,0.00,0
chr15:43903397,0,0.00,0
chr15:43903398,0,0.00,0
chr15:43903399,0,0.00,0
chr15:43903400,0,0.00,0
chr15:43903401,0,0.00,0
chr15:43903402,0,0.00,0
chr15:43903403,0,0.00,0
chr15:43903404,0,0.00,0
chr15:43903405,0,0.00,0
chr15:43903406,0,0.00,0
chr15:43903407,0,0.00,0
chr15:43903408,0,0.00,0
chr15:43903409,0,0.00,0
chr15:43903410,0,0.00,0
chr15:43903411,0,0.00,0
chr15:43903412,0,0.00,0
chr15:43903413,0,0.00,0
chr15:43903414,0,0.00,0
chr15:43903415,0,0.00,0
chr15:43903416,0,0.00,0
chr15:43903417,0,0.00,0
chr15:43903418,0,0.00,0
chr15:43903419,0,0.00,0
chr15:43903420,0,0.00,0
chr15:43903421,0,0.00,0
chr15:43903422,0,0.00,0
chr15:43903423,0,0.00,0
chr15:43903424,0,0.00,0
chr15:43903425,0,0.00,0
chr15:43903426,0,0.00,0
chr15:43903427,0,0.00,0
chr15:43903428,0,0.00,0
chr15:43903429,0,0.00,0
chr15:43903430,0,0.00,0
chr15:43903431,0,0.00,0
chr15:43903432,0,0.00,0
chr15:43903433,0,0.00,0
chr15:43903434,0,0.00,0
chr15:43903435,0,0.00,0
chr15:43903436,0,0.00,0
chr15:43903437,0,0.00,0
chr15:43903438,0,0.00,0
chr15:43903439,0,0.00,0
chr15:43903440,0,0.00,0
chr15:43903441,0,0.00,0
chr15:43903442,0,0.00,0
chr15:43903443,0,0.00,0
chr15:43903444,0,0.00,0
chr15:43903445,0,0.00,0
chr15:43903446,0,0.00,0
chr15:43903447,0,0.00,0
chr15:43903448,0,0.00,0
chr15:43903449,0,0.00,0
chr15:43903450,0,0.00,0
chr15:43903451,0,0.00,0
chr15:43903452,0,0.00,0
chr15:43903453,0,0.00,0
chr15:43903454,0,0.00,0
chr15:43903455,0,0.00,0
chr15:43903456,0,0.00,0
chr15:43903457,0,0.00,0
chr15:43903458,0,0.00,0
chr15:43903459,0,0.00,0
chr15:43903460,0,0.00,0
chr15:43903461,0,0.00,0
chr15:43903462,0,0.00,0
chr15:43903463,0,0.00,0
chr15:43903464,0,0.00,0
chr15:43903465,0,0.00,0
chr15:43903466,0,0.00,0
chr15:43903467,0,0.00,0
chr15:43903468,0,0.00,0
chr15:43903469,0,0.00,0
chr15:43903470,0,0.00,0
chr15:43903471,0,0.00,0
chr15:43903472,0,0.00,0
chr15:43903473,0,0.00,0
chr15:43903474,0,0.00,0
chr15:43903475,0,0.00,0
chr15:43903476,0,0.00,0
chr15:43903477,0,0.00,0
chr15:43903478,0,0.00,0
chr15:43903479,0,0.00,0
chr15:43903480,0,0.00,0
chr15:43903481,0,0.00,0
chr15:43903482,0,0.00,0
chr15:43903483,0,0.00,0
chr15:43903484,0,0.00,0
chr15:43903485,0,0.00,0
chr15:43903486,0,0.00,0
chr15:43903487,0,0.00,0
chr15:43903488,0,0.00,0
chr15:43903489,0,0.00,0
chr15:43903490,0,0.00,0
chr15:43903491,0,0.00,0
chr15:43903492,0,0.00,0
chr15:43903493,0,0.00,0
chr15:43903494,0,0.00,0
chr15:43903495,0,0.00,0
chr15:43903496,0,0.00,0
chr15:43903497,0,0.00,0
chr15:43903498,0,0.00,0
chr15:43903499,0,0.00,0
chr15:43903500,0,0.00,0
chr15:43903501,0,0.00,0
chr15:43903502,0,0.00,0
chr15:43903503,0,0.00,0
chr15:43903504,0,0.00,0
chr15:43903505,0,0.00,0
chr15:43903506,0,0.00,0
chr15:43903507,0,0.00,0
chr15:43903508,0,0.00,0
chr15:43903509,0,0.00,0
chr15:43903510,0,0.00,0
chr15:43903511,0,0.00,0
chr15:43903512,0,0.00,0
chr15:43903513,0,0.00,0
chr15:43903514,0,0.00,0
chr15:43903515,0,0.00,0
chr15:43903516,0,0.00,0
chr15:43903517,0,0.00,0
chr15:43903518,0,0.00,0
chr15:43903519,0,0.00,0
chr15:43903520,0,0.00,0
chr15:43903521,0,0.00,0
chr15:43903522,0,0.00,0
chr15:43903523,0,0.00,0
chr15:43903524,0,0.00,0
chr15:43903525,0,0.00,0
chr15:43903526,0,0.00,0
chr15:43903527,0,0.00,0
chr15:43903528,0,0.00,0
chr15:43903529,0,0.00,0
chr15:43903530,0,0.00,0
chr15:43903531,0,0.00,0
chr15:43903532,0,0.00,0
chr15:43903533,0,0.00,0
chr15:43903677,0,0.00,0
chr15:43903678,0,0.00,0
chr15:43903679,0,0.00,0
chr15:43903680,0,0.00,0
chr15:43903681,0,0.00,0
chr15:43903682,0,0.00,0
chr15:43903683,0,0.00,0
chr15:43903684,0,0.00,0
chr15:43903685,0,0.00,0
chr15:43903686,0,0.00,0
chr15:43903687,0,0.00,0
chr15:43903688,0,0.00,0
chr15:43903689,0,0.00,0
chr15:43903690,0,0.00,0
chr15:43903691,0,0.00,0
chr15:43903692,0,0.00,0
chr15:43903693,0,0.00,0
chr15:43903694,0,0.00,0
chr15:43903695,0,0.00,0
chr15:43903696,0,0.00,0
chr15:43903697,0,0.00,0
chr15:43903698,0,0.00,0
chr15:43903699,0,0.00,0
chr15:43903700,0,0.00,0
chr15:43903701,0,0.00,0
chr15:43903702,0,0.00,0
chr15:43903703,0,0.00,0
chr15:43903704,0,0.00,0
chr15:43903705,0,0.00,0
chr15:43903706,0,0.00,0
chr15:43903707,0,0.00,0
chr15:43903708,0,0.00,0
chr15:43903709,0,0.00,0
chr15:43903710,0,0.00,0
chr15:43903711,0,0.00,0
chr15:43903712,0,0.00,0
chr15:43903713,0,0.00,0
chr15:43903714,0,0.00,0
chr15:43903715,0,0.00,0
chr15:43903716,0,0.00,0
chr15:43903717,0,0.00,0
chr15:43903718,0,0.00,0
chr15:43903719,0,0.00,0
chr15:43903720,0,0.00,0
chr15:43903721,0,0.00,0
chr15:43903722,0,0.00,0
chr15:43903723,0,0.00,0
chr15:43903724,0,0.00,0
chr15:43903725,0,0.00,0
chr15:43903726,0,0.00,0
chr15:43903727,0,0.00,0
chr15:43903728,0,0.00,0
chr15:43903729,0,0.00,0
chr15:43903730,0,0.00,0
chr15:43903731,0,0.00,0
chr15:43903732,0,0.00,0
chr15:43903733,0,0.00,0
chr15:43903734,0,0.00,0
chr15:43903735,0,0.00,0
chr15:43903736,0,0.00,0
chr15:43903737,0,0.00,0
chr15:43903738,0,0.00,0
chr15:43903739,0,0.00,0
chr15:43903740,0,0.00,0
chr15:43904120,0,0.00,0
chr15:43904121,0,0.00,0
chr15:43904122,0,0.00,0
chr15:43904123,0,0.00,0
chr15:43904124,0,0.00,0
chr15:43904125,0,0.00,0
chr15:43904126,0,0.00,0
chr15:43904127,0,0.00,0
chr15:43904128,0,0.00,0
chr15:43904129,0,0.00,0
chr15:43904130,0,0.00,0
chr15:43904131,0,0.00,0
chr15:43904132,0,0.00,0
chr15:43904133,0,0.00,0
chr15:43904134,0,0.00,0
chr15:43904135,0,0.00,0
chr15:43904136,0,0.00,0
chr15:43904137,0,0.00,0
chr15:43904138,0,0.00,0
chr15:43904139,0,0.00,0
chr15:43904140,0,0.00,0
chr15:43904141,0,0.00,0
chr15:43904142,0,0.00,0
chr15:43904143,0,0.00,0
chr15:43904144,0,0.00,0
chr15:43904145,0,0.00,0
chr15:43904146,0,0.00,0
chr15:43904147,0,0.00,0
chr15:43904148,0,0.00,0
chr15:43904149,0,0.00,0
chr15:43904150,0,0.00,0
chr15:43904151,0,0.00,0
chr15:43904152,0,0.00,0
chr15:43904153,0,0.00,0
chr15:43904154,0,0.00,0
chr15:43904155,0,0.00,0
chr15:43904156,0,0.00,0
chr15:43904157,0,0.00,0
chr15:43904158,0,0.00,0
chr15:43904159,0,0.00,0
chr15:43904160,0,0.00,0
chr15:43904161,0,0.00,0
chr15:43904162,0,0.00,0
chr15:43904163,0,0.00,0
chr15:43904164,0,0.00,0
chr15:43904165,0,0.00,0
chr15:43904166,0,0.00,0
chr15:43904167,0,0.00,0
chr15:43904168,0,0.00,0
chr15:43904169,0,0.00,0
chr15:43904170,0,0.00,0
chr15:43904171,0,0.00,0
chr15:43904172,0,0.00,0
chr15:43904173,0,0.00,0
chr15:43904174,0,0.00,0
chr15:43904175,0,0.00,0
chr15:43904176,0,0.00,0
chr15:43904177,0,0.00,0
chr15:43904178,0,0.00,0
chr15:43904179,0,0.00,0
chr15:43904180,0,0.00,0
chr15:43904181,0,0.00,0
chr15:43904182,0,0.00,0
chr15:43904183,0,0.00,0
chr15:43904184,0,0.00,0
chr15:43904185,0,0.00,0
chr15:43904186,0,0.00,0
chr15:43904187,0,0.00,0
chr15:43904188,0,0.00,0
chr15:43904189,0,0.00,0
chr15:43904190,0,0.00,0
chr15:43904191,0,0.00,0
chr15:43904192,0,0.00,0
chr15:43904193,0,0.00,0
chr15:43904194,0,0.00,0
chr15:43904195,0,0.00,0
chr15:43904196,0,0.00,0
chr15:43904197,0,0.00,0
chr15:43904198,0,0.00,0
chr15:43904199,0,0.00,0
chr15:43904200,0,0.00,0
chr15:43904201,0,0.00,0
chr15:43904202,0,0.00,0
chr15:43904203,0,0.00,0
chr15:43904204,0,0.00,0
chr15:43904205,0,0.00,0
chr15:43904206,0,0.00,0
chr15:43904207,0,0.00,0
chr15:43904208,0,0.00,0
chr15:43904209,0,0.00,0
chr15:43904210,0,0.00,0
chr15:43904211,0,0.00,0
chr15:43904212,0,0.00,0
chr15:43904213,0,0.00,0
chr15:43904214,0,0.00,0
chr15:43904215,0,0.00,0
chr15:43904216,0,0.00,0
